2030,,,,,,,2040,,,,,
,México,Tipo (D: dato duro) /T: Tendecia),Fuente,Mundo,Tipo (D: dato duro) /T: Tendecia),Fuente,México ,Tipo (D: dato) /T: Tendecia),Fuente,Mundo,Tipo (D: dato) /T: Tendecia),Fuente 
96,"Se trata de oportunidades especialmente importantes en los países de la región que cuentan con abundantes recursos naturales agrícolas, lo que son también un medio potencial para generar empleo, riqueza y capacidad económica que facilite la instrumentación de los cambios estructurales necesarios para reducir los graves problemas de pobreza y marginalidad que existen en los territorios rurales",T,http://www.fao.org/3/ca5474es/ca5474es.pdf,"organismos en lugares con ambientes muy estables y baja variabilidad natural en sus condiciones - los subtrópicos, por ejemplo - pueden ser especialmente vulnerables a cambios futuros impulsados por el clima.",T,https://www.washingtonpost.com/news/energy-environment/wp/2017/03/07/by-2030-half-the-worlds-oceans-could-be-reeling-from-climate-change-scientists-say/,Los niños serán las personas más vulnerables a las enfermedades que más se propagarán como resultado del cambio climático,T,https://www.unicef.org/es/medio-ambiente-cambio-climatico,El daño estimado de $ 54 billones por 2.7 grados de calentamiento crecería a $ 69 billones si el mundo continúa calentándose 3.6 grados y más.,D,https://www.nytimes.com/2018/10/07/climate/ipcc-climate-report-2040.html
97,"Esto permitiría que, al menos, algunos países que son importadores netos de alimentos transformen sus agriculturas en una fuente genuina de crecimiento económico.",T,http://www.fao.org/3/ca5474es/ca5474es.pdf,"En 2016, la UICN pidió que el 30% de cada hábitat marino se reserve para 2030 en ""zonas marinas protegidas altamente protegidas"" y otras medidas eficaces de conservación basadas en zonas, con el objetivo de cubrir al menos el 30% del océano mundial, sin actividades extractivas permitidas",D,https://www.woi.economist.com/the-need-to-protect-at-least-30-of-the-ocean-by-2030/,Es posible que para el 2040 esta estadística se mantenga: cerca del 90% de la carga de morbilidad atribuible al cambio climático recae en los niños menores de 5 años.,D,https://www.unicef.org/es/medio-ambiente-cambio-climatico,"Las emisiones de carbono aumentarán hasta 2040, incluso si los gobiernos cumplen con sus objetivos ambientales existentes",T,https://www.nytimes.com/2018/10/07/climate/ipcc-climate-report-2040.html
98,". Las nuevas tecnologías han permitido el desarrollo de fuentes de energía que están basadas en el aprovechamiento de recursos renovables (eólica, hídrica, solar en forma directa y solar en forma indirecta a través del complejo plantas-biomasa-biocombustibles)",T,http://www.fao.org/3/ca5474es/ca5474es.pdf,El leopardo amus podría extinguirse en 2030,T,https://www.inverse.com/science/16-animals-becoming-extinct-2020s-heres-how-to-help,Toda una generación de niños crecerá en un mundo que se ha tornado mucho más peligroso e incierto a consecuencia del clima cambiante y la degradación del medio ambiente.,T,https://www.unicef.org/es/medio-ambiente-cambio-climatico,La sociedad colapsará en 2040 debido a la catastrófica escasez de alimentos.,T,https://www.independent.co.uk/environment/climate-change/society-will-collapse-by-2040-due-to-catastrophic-food-shortages-says-study-10336406.html
99,"La utilización de estas fuentes de energía, que están cambiando la matriz energética en forma significativa, está mayormente arraigada en los espacios rurales.",T,http://www.fao.org/3/ca5474es/ca5474es.pdf,El sumatra y el rinoceronte negro se van a extinguir.,T,https://www.inverse.com/science/16-animals-becoming-extinct-2020s-heres-how-to-help,"De no tomar medidas, el cambio climático profundizará las desigualdades que los niños enfrentan en la actualidad y causará daños a las futuras generaciones.",T,https://www.unicef.org/es/medio-ambiente-cambio-climatico,"El calentamiento global probablemente superará el objetivo más ambicioso establecido por el acuerdo climático de París alrededor de 2040,",T,https://www.independent.co.uk/environment/climate-change-paris-agreement-global-warming-temperature-un-report-ipcc-a8400506.html
100,"La biotecnología, sumada a otros desarrollos tecnológicos, ha permitido el crecimiento de la bioeconomía como forma de un aprovechamiento más completo de la biomasa. Un producto central de esta línea productiva son los biocombustibles que aportan un porcentaje significativo de los combustibles utilizados en el sistema de trasporte",T,http://www.fao.org/3/ca5474es/ca5474es.pdf,entre 200 y 2.000 extinciones ocurrirán cada año.,T,https://wwf.panda.org/our_work/biodiversity/biodiversity/,"Entre las peores consecuencias del cambio climático están la escasez de agua y/o la contaminación como resultado de las inundaciones, las sequías o las condiciones meteorológicas extremas",T,https://www.unicef.org/es/medio-ambiente-cambio-climatico,Se predice un gran aumento en incendios forestales para 2040.,T,https://www.independent.co.uk/environment/climate-change-paris-agreement-global-warming-temperature-un-report-ipcc-a8400506.html
1,Para 2030 México será la séptima economía del mundo,T,https://www.elfinanciero.com.mx/opinion/macario-schettino/mexico-en-2030,"La propiedad se estará desacelerando. El número de hogares en los países desarrollados que posee un automóvil crecerá sólo un 0,4% anual hasta 2030. ",T,https://www.aecoc.es/articulos/irr-las-20-megatendencias-que-cambiaran-el-mundo-en-2030/,Porcentaje de consumo de personas de 60 años o más es de 23%,D,https://repositorio.cepal.org/bitstream/handle/11362/37541/Futuro_Envejecimiento_Mexico_es.pdf?sequence=1&isAllowed=y,La Oficina de Presupuesto del Congreso ha advertido que la deuda del gobierno estadounidense subirá a 107% de la economía en 2040,D,https://www.factor-tech.com/connected-world/23953-life-in-a-generation-10-predictions-for-2040/
2,México podría competir para ser la sexta economía del mundo. ,T,https://www.elfinanciero.com.mx/opinion/macario-schettino/mexico-en-2030,"Los modelos de productos o servicios ‘compartidos’ están ganando popularidad entre los consumidores, quienes dan más importancia a tener acceso a algo en lugar de a poseerlo. ",T,https://www.aecoc.es/articulos/irr-las-20-megatendencias-que-cambiaran-el-mundo-en-2030/,El porcentaje de consumo de personas de 19 años o menos es de 18%,D,https://repositorio.cepal.org/bitstream/handle/11362/37541/Futuro_Envejecimiento_Mexico_es.pdf?sequence=1&isAllowed=y," se prevé que el gasto global anual llegue a los 18,28 billones en 2040.",D,https://www.allianzcare.com/es/acerca-de-nosotros/noticias/2019/07/futuro-salud-atencion-bienestar.html
3,"México seguirá creciendo en población los próximos 15 años, y es cada vez menos dependiente del petróleo. Por el contrario, los precios bajos de energía colaboran en la tendencia manufacturera que tenemos.",T,https://www.elfinanciero.com.mx/opinion/macario-schettino/mexico-en-2030,"Las bebidas y los alimentos envasados con sello de proximidad alcanzarán 106 mil millones de dólares en 2020, lo que supone 11 mil millones más que en 2015. ",T,https://www.aecoc.es/articulos/irr-las-20-megatendencias-que-cambiaran-el-mundo-en-2030/,La razón de soporte económico será un 3% mayor en 2040,D,https://repositorio.cepal.org/bitstream/handle/11362/37541/Futuro_Envejecimiento_Mexico_es.pdf?sequence=1&isAllowed=y,". Y con una proporción récord de la población, se espera que los inmigrantes lleven la peor parte de la carga económica creada por los Baby Boomers y los Gen X-ers.",T,https://www.mpi.org/blog/article/forget-2020-the-event-trends-of-2040-will-usher-in-a-new-frontier
4,Ser la séptima economía del mundo en tamaño no implica tener un lugar similar en ingreso por persona.,T,https://www.elfinanciero.com.mx/opinion/macario-schettino/mexico-en-2030,"Los consumidores exigen cada vez más productos ‘auténticos’, locales, ‘hechos en casa’, basados en la tradición, la confianza y la nostalgia. ",T,https://www.aecoc.es/articulos/irr-las-20-megatendencias-que-cambiaran-el-mundo-en-2030/,Aumentará los impuestos en un 5% para mantener equilibrio fiscal.,D,https://repositorio.cepal.org/bitstream/handle/11362/37541/Futuro_Envejecimiento_Mexico_es.pdf?sequence=1&isAllowed=y,"Los Millennials estarán en gran medida a cargo de la economía en 2040, ya que superan a los Baby Boomers como la cohorte generacional más grande.",T,https://www.mpi.org/blog/article/forget-2020-the-event-trends-of-2040-will-usher-in-a-new-frontier
5,"En 2030 estemos compitiendo por el primer lugar en ingresos por persona del subcontinente, o lo hayamos alcanzado.",T,https://www.elfinanciero.com.mx/opinion/macario-schettino/mexico-en-2030,El tiempo empieza a ser una mercancía crucial para el consumidor y un lujo en el mundo conectado de hoy. Las personas están cada vez más dispuestas a comprarlo (o a gastar para retenerlo). ,T,https://www.aecoc.es/articulos/irr-las-20-megatendencias-que-cambiaran-el-mundo-en-2030/,los costos de electricidad en ese año serían más altos y el subsidio sumaría mil 350 millones de dólares,T,https://www.gob.mx/sener/prensa/para-2040-mexico-superara-la-meta-de-contar-con-35-por-ciento-de-generacion-electrica-proveniente-de-fuentes-limpias,"El PIB global de Estados Unidos será superado por China y la India en 2040, mientras que el PIB per cápita seguirá siendo mayor en Estados Unidos",T,https://www.mpi.org/blog/article/forget-2020-the-event-trends-of-2040-will-usher-in-a-new-frontier
6,Que México se encuentre en el 20% de países mejor calificados en el Índice de Fortaleza Institucional del Foro Económico Mundial.,T,https://archivo.cepal.org/pdfs/GuiaProspectiva/VisionMexico2030.pdf,"Las empresas deberán diseñar incorporando el principio de las ‘3 R’ (reducir, reutilizar, reciclar) en toda la cadena de valor. ",T,https://www.aecoc.es/articulos/irr-las-20-megatendencias-que-cambiaran-el-mundo-en-2030/,la economía sería 4 por ciento menor.,D,https://www.gob.mx/sener/prensa/para-2040-mexico-superara-la-meta-de-contar-con-35-por-ciento-de-generacion-electrica-proveniente-de-fuentes-limpias,"Se espera que el gasto mundial en salud aumente a 16,37 billones de euros en todo el mundo para 2040",D,https://www.scp-centre.org/wp-content/uploads/2018/08/Future_Trend_Poster.pdf
7,"PIB per cápita será de $29,000 dólares.",T,https://archivo.cepal.org/pdfs/GuiaProspectiva/VisionMexico2030.pdf,Los hábitos de compra cambian de bienes a servicios.,T,https://www.aecoc.es/articulos/irr-las-20-megatendencias-que-cambiaran-el-mundo-en-2030/,"Producto Interno Bruto a raíz de la Reforma Energética para 2040, podrían ascender a un millón de millones de dólares",T,https://www.gob.mx/sener/prensa/para-2040-mexico-superara-la-meta-de-contar-con-35-por-ciento-de-generacion-electrica-proveniente-de-fuentes-limpias,"con los países de renta alta se espera que gaste € 8,08 por persona en salud en 2040",D,https://www.scp-centre.org/wp-content/uploads/2018/08/Future_Trend_Poster.pdf
8,"Se generarán 900,000 empleos al año.",T,https://archivo.cepal.org/pdfs/GuiaProspectiva/VisionMexico2030.pdf,El envejecimiento en las economías emergentes puede afectar a su crecimiento económico y estabilidad interna,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,México será la 6ta economía más grande del mundo,D,https://archivo.eluniversal.com.mx/editoriales/41002.html,"países de renta media-alta € 1,73 por persona en salud",D,https://www.scp-centre.org/wp-content/uploads/2018/08/Future_Trend_Poster.pdf
9,México se encontrará en el 20% de países mejor evaluados en el Índice de Competitividad del Foro Económico Mundial.,T,https://archivo.cepal.org/pdfs/GuiaProspectiva/VisionMexico2030.pdf,el envejecimiento y la ralentización del crecimiento de la población en la mayoría de las partes del mundo ayudarían a reducir la pobreza,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"México será designado a finales de este año 2040 como el Nuevo Líder Mundial en el Cultivo e Industria del Bambú, desplazando a China y la India.",T,https://www.elsoldepuebla.com.mx/analisis/mexico-2040-lider-mundial-en-cultivo-e-industria-del-bambu-primera-parte-4155804.html,"países de renta baja-media y países de renta baja, 454 y 147 euros, respectivamente, en salud por persona",D,https://www.scp-centre.org/wp-content/uploads/2018/08/Future_Trend_Poster.pdf
10,México se encontrará en el 20% de países mejor evaluados en el Índice de Disponibilidad Tecnológica del Foro Económico Mundial.,T,https://archivo.cepal.org/pdfs/GuiaProspectiva/VisionMexico2030.pdf,El envejecimiento y la ralentización del crecimiento de la población en la mayoría de las partes del mundo podrían reducir el ritmo al que las economías emergentes pueden ponerse a la altura de las desarrolladas,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,México necesita aumentar su inversión en infraestructura en US$544.000 millones para el periodo 2016-2040 si quiere alcanzar las metas de los Objetivos de Desarrollo Sostenibles de las Naciones Unidas,D,https://www.americaeconomia.com/mexico-necesita-aumentar-su-inversion-en-infraestructura-en-us544000m-para-el-periodo-2016-2040,Los precios mundiales del petróleo se desploman en algún momento entre 2035 y 2040,T,https://www.quantumrun.com/future-timeline/2040/future-timeline-subpost-business
11,México se encontrará en el 20% de países mejor evaluados en el Índice de Infraestructura del Foro Económico Mundial.,T,https://archivo.cepal.org/pdfs/GuiaProspectiva/VisionMexico2030.pdf,"Se espera que la clase  media en la economía mundial se multiplique por más de dos,  pasando de 1 800 millones a casi 5 000 millones.",D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"Para 2040, los yacimientos disminuirán su producción en 85 por ciento: Amexhi",D,https://aristeguinoticias.com/1503/mexico/para-2040-los-yacimientos-disminuiran-su-produccion-en-85-por-ciento-amexhi/,"Un porcentaje cada vez mayor del planeta cambia a vehículos eléctricos y flotas de vehículos compartidos, así como a fuentes renovables de producción de electricidad.",T,https://www.quantumrun.com/future-timeline/2040/future-timeline-subpost-business
12,El ingreso de divisas por el turismo internacional será de $39 mil millones de dólares.,T,https://archivo.cepal.org/pdfs/GuiaProspectiva/VisionMexico2030.pdf,Se espera que la clase media represente alrededor del 60% de la población mundial,,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,2040 su producción actual podría crecer en hasta el 40 por ciento y agregar más de un billón de dólares a su Producto Interno Bruto,D,https://aristeguinoticias.com/1503/mexico/para-2040-los-yacimientos-disminuiran-su-produccion-en-85-por-ciento-amexhi/,El Seguro Social no podrá pagar todos los beneficios a los destinatarios debido a la falta de fondos,T,https://www.quantumrun.com/future-timeline/2035
13,PIB per cápita región sur aproximadamente 15 millones.,D,http://www2.inecc.gob.mx/publicaciones2/libros/448/14.pdf,"La mayor parte del crecimiento debería concentrarse en Asia, que albergaría a un 66 % del total mundial.",D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,México requiere una inversión de 16 mil millones de dólares para impulsar el sector marítimo y portuario hacia 2040,T,https://www.20minutos.com.mx/noticia/391160/0/mexico-requiere-inversion-de-16-mil-mdd-en-sector-portuario-hacia-2040/,"La economía del Reino Unido es un 7,7% más pequeña de lo que era en 2018 antes del ""Brexit sin acuerdo"".",D,https://www.quantumrun.com/future-timeline/2035
14,PIB per cápita región centro aproximadamente 32 millones.,D,http://www2.inecc.gob.mx/publicaciones2/libros/448/14.pdf,"La pobreza extrema sigue afectando enormemente al África Subsahariana, donde vive más del 40 % de las personas extremadamente pobres",D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,La pérdida potencial de prohibir las técnicas de perforación no convencionales podría costarle a México $ 45 mil millones para 2040,T,https://www.naturalgasintel.com/articles/119177-potential-loss-from-outlawing-unconventional-drilling-techniques-could-cost-mexico-45b-by-2040,"Las provincias productoras de petróleo, como Alberta, verán cómo su economía se hunde en una profunda recesión a medida que cientos de miles son despedidos en oleadas, causando importantes disturbios civiles en todo el país.",T,https://www.quantumrun.com/future-timeline/2035
15,PIB per cápita región norte aproximadamente 36 millones.,D,http://www2.inecc.gob.mx/publicaciones2/libros/448/14.pdf,Se espera poder reducir la pobreza extrema al 3% para 2030,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"La Agencia Internacional de Energía ha calculado que los recursos no convencionales de México, entre 2025 y 2040, podrían producir más de 400,000 b / d de petróleo y 1.4 Bcf / d de gas. Eso equivaldría a casi un tercio de la producción actual de petróleo y más de un tercio de la producción actual de gas.",D,https://www.naturalgasintel.com/articles/119177-potential-loss-from-outlawing-unconventional-drilling-techniques-could-cost-mexico-45b-by-2040,Eslovenia cierra su única central nuclear,T,https://www.futuretimeline.net/21stcentury/2040-2049.htm
16,"México habrá puesto fin a las formas contemporáneas de esclavitud y la trata de personas, y se habrá erradicado el trabajo infantil.",T,https://www.gob.mx/cms/uploads/attachment/file/412433/Estrategia_Nacional_Implementacion_Agenda_2030.pdf,Solo se lograría una reducción del 10% en las cifras actuales de pobreza extrema,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,Gastos en salud llegán a 885 dólares por persona.,D,https://clasico.difusionnorte.com/gastos-salud-mexico/,El mercado de las telecomunicaciones satelitales habrá cambiado de enfoque hacia constelaciones en Órbita de la Tierra baja y Órbita de la Tierra media.  ,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
17,"Se mantendrá el crecimiento anual de la Inversión Nacional en Investigación Científica y Desarrollo Tecnológico, garantizando que ésta será mayor o igual a 2% del PIB.",T,https://www.gob.mx/cms/uploads/attachment/file/412433/Estrategia_Nacional_Implementacion_Agenda_2030.pdf,"La desigualdad salarial, aunque las mujeres tengan las mismas cualificaciones, también podría continuar, aunque con variaciones regionales",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,Los gastos de bolsillo llegarán a 743 dólares por persona.,D,https://clasico.difusionnorte.com/gastos-salud-mexico/,"En cuanto al mercado de las telecomunicaciones, la llegada de la televisión ultra HD requerirá un reemplazo de la capacidad actual en órbita. ",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
18,el mercado hispano en los Estados Unidos será el de mayor relevancia dado su crecimiento y poder de compra.,T,https://www.merca20.com/mexico-hacia-el-2025/,"Dominará un «G3 económico» —Estados Unidos, China y la Unión Europea— y se espera que China escale al primer lugar",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,Los gastos privados prepagados llegarán a 224 dólares por persona.,D,https://clasico.difusionnorte.com/gastos-salud-mexico/,"Europa va a perder gradualmente su liderazgo en el lanzamiento del mercado espacial a los Estados Unidos, China y, en menor medida, India. ",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
19,"Economía mexicana y Estados Unidos ligada ya que el 56% del crecimiento poblacional de EE.UU. se ha concentrado en el mercado latino, del cual México es líder sin lugar a dudas.",T,https://www.merca20.com/mexico-hacia-el-2025/,Una recesión en China podría tener consecuencias sistémicas,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"directivo petrolero destacó que México deberá realizar entre 15 y 17 rondas petroleras exitosas de aquí al 2040, es decir, hacer rondas todos los años, e invertir en infraestructura, para lo cual se requerirá siempre mejorar los procesos regulatorios.",D,https://www.energiaadebate.com/blog/3164/,"Los avances en la propulsión catalizarán una incipiente industria del turismo espacial, que aumentará la demanda de acceso seguro al espacio y presentará nuevas vulnerabilidades.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
20,Multiplicará las oportunidades de desarrollo social al crear un millón de empleos formales al año,T,http://ceeg.mx/plataforma/,Una posible guerra de divisas entre el dólar estadounidense y el renminbi afectaría a los mercados mundiales,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,México no ocupara el cuarto lugar en economía sino el diecisieteavo.,T,https://archivo.eluniversal.com.mx/editoriales/41002.html,"La explotación de los recursos de otros planetas existirá en el 2040, pero con una capacidad comercial muy limiitada. ",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
21,Se reducirá la proporción de jóvenes que no están empleados y no cursan estudios ni reciben capacitación.,T,,Una importante crisis financiera que afecte a la mayoría de los países emergentes,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,El PIB será menos de la séptima parte del PIB per cápita de China,T,https://archivo.eluniversal.com.mx/editoriales/41002.html,La tecnología se desarrollará más como un soporte para las criptomonedas. ,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
22,México llegaría a ser octava economía mundial,D,http://mundoejecutivo.com.mx/economia-negocios/2017/12/05/mexico-llegaria-ser-octava-economia-mundial-2030/,La reducción de la diferencia entre el mundo industrializado y los países emergentes marca el fin del monopolio por parte de los países desarrollados de la producción avanzada de gama alta y servicios de alto valor añadido,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,El “gran despegue” económico del país se daría entre 2021 y 2040,D,https://la-verdad.com.mx/mexico-sa-mexico-2040-36997.html,La reducción en la disponibilidad de los recursos hídricos en la región del Medio Oriente y el Norte de África disminuirá un 6% de su PIB anual. ,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
23,"se prevé un descenso ininterrumpido de la razón de soporte económico, a medida que la distribución etaria de la población se concentre en las edades más avanzadas. Esta nueva situación planteará crecientes desafíos económicos a México.",T,https://repositorio.cepal.org/bitstream/handle/11362/37541/Futuro_Envejecimiento_Mexico_es.pdf?sequence=1&isAllowed=y,"El crecimiento mundial debería mantenerse en torno al 4 % anual, y se espera que el PIB mundial se duplique para 2030",D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,México tendrá un PIB per capita poco menor de la mitad del PIB per capita de china,T,https://archivo.eluniversal.com.mx/editoriales/41002.html,"Las ciudades costeras del oeste de África sufrirán de inundaciones, lo que tendrá un impacto negativo en el PIB regional.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
24,El FMI calcula que el déficit federal de pensiones subirá de 1.5% en 2015 a 2.0% en 2030,D,https://es.weforum.org/agenda/2018/07/mexico-arriesga-su-bono-demografico/,"En 2030 la fuerza de trabajo de China, la India y el África Subsahariana combinada puede alcanzar cinco veces el tamaño de la de los Estados Unidos y Europa",D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,producción actual podría crecer en hasta el 40 por ciento y agregar más de un billón de dólares a su PIB,T,https://amexhi.org/2040/VISION2040AMEXHI.pdf,El aumento de la población no estará acompañado de un crecimiento económico proporcional,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
25,para 2030 las importaciones de maíz amarillo de México aumentarán 79%,D,http://imagenagropecuaria.com/2020/si-mexico-mantiene-statu-quo-importara-79-de-su-consumo-de-maiz-en-2030/,"Los Estados Unidos, Europa y China sumarán casi el 55 % del PIB mundial en 2030",D,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"Agencia Internacional de Energía (AIE) han estimado que, para 2040, la creación del nuevo marco legal energético mexicano habrá generado mayor producción petrolera, menores costos en la generación eléctrica y mayor poder adquisitivo en los hogares mexicanos",T,https://amexhi.org/2040/VISION2040AMEXHI.pdf,"China liderará la demanda de los metales más importantes, que crecerán entre 40 y 50% en comparación con 2010",D,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
26,"en 2030 la producción nacional será de 28.4 millones de toneladas, de las cuales 23.3 millones corresponderán a maíz blanco y 5.1 millones a maíz amarillo.",D,http://imagenagropecuaria.com/2020/si-mexico-mantiene-statu-quo-importara-79-de-su-consumo-de-maiz-en-2030/,"Aunque siguen siendo competidores, estos tres importantes motores —Estados Unidos, la Unión Europea y China— estarán muy estrechamente relacionados. ",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"la AIE atribuye hasta 4 por ciento del producto interno bruto de 2040 al Nuevo Modelo Energético Mexicano, para que esto suceda se requiere de una plena y exitosa implementación. Revertirlo generaría una pérdida de más de mil billones en actividad económica",D,https://amexhi.org/2040/VISION2040AMEXHI.pdf,"La producción agrícola limitada, junto con el crecimiento exponencial de la demanda de cultivos hará que los precios suban entre un 70 y un 90% en comparación con 2010.",D,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
27,"2030, la mitad de la producción provendrá de riego y la otra mitad de temporal. La producción de riego aumentará 20% y la de temporal 11%, respecto al 2015.",D,http://imagenagropecuaria.com/2020/si-mexico-mantiene-statu-quo-importara-79-de-su-consumo-de-maiz-en-2030/,La principal cuestión será cómo distribuir el valor añadido en la producción mundial de bienes y servicios,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,La IEA estima que la producción de crudo de México podría alcanzar en 2040 3.4 millones de barriles diarios.,T,https://amexhi.org/2040/VISION2040AMEXHI.pdf,"La acuicultura, que continuará expandiéndose, contribuirá con más del 60% del consumo, con una mayor presencia china en los mercados de pescado del mundo.",D,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
28,el país se encuentra ante la oportunidad de colocarse entre los cinco primeros exportadores de la economía global,D,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,"La clave del éxito residirá en los servicios competitivos y la calidad de los reglamentos y normativas, las normas de competencia y la propiedad intelectual. ",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"el Nuevo Modelo Energético Mexicano es tan grande que, hacia 2040, adiciona cientos de miles de barriles diarios, cientos de miles de millones de dólares de inversión, así como varios puntos completos de Producto Interno Bruto (PIB).",D,https://amexhi.org/2040/VISION2040AMEXHI.pdf,El consumo de metales en las economías emergentes se acelerará para cubrir las necesidades de infraestructura y construcción.,T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
29,"Asimismo, el sector servicios puede también convertirse en una herramienta clave para colocar a México entre los primeros cinco exportadores de la economía global.",T,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,Las economías que consigan imponer sus normas disfrutarán de una ventaja considerable y duradera.,T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,"el periodo en 2040 con 3.4 millones de barriles diarios de petróleo , un crecimiento del 36 por ciento",D,https://amexhi.org/2040/VISION2040AMEXHI.pdf,"se pronostica un aumento en la demanda de acero (90% en comparación con 2010), cobre (80%) y, en menor medida, aluminio, níquel y zinc",D,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
30,"En este contexto, la segunda meta que proponemos es duplicar la productividad laboral a nivel nacional en los próximos 15 años.",D,https://www.gob.mx/cms/uploads/attachment/file/352973/Agenda_CEEG_2017-con-carta.pdf,"Después de 2030 la tasa de crecimiento de la India podría desbancar a China debido al crecimiento de su población dinámica, aunque no será suficiente para sobrepasar al PIB total chino en el futuro próximo.",T,https://espas.secure.europarl.europa.eu/orbis/sites/default/files/generated/document/en/espas-report-2015es.pdf,su producción actual podría crecer en hasta el 40 por ciento y agregar más de un billón de dólares a su PIB.,T,https://amexhi.org/2040/VISION2040AMEXHI.pdf,"El suministro de metales preciosos y elementos de tierras raras será una preocupación creciente, especialmente en las economías avanzadas, ya que son esenciales para aplicaciones de alta tecnología.",T,https://publicaciones.defensa.gob.es/media/downloadable/files/links/p/a/panorama_of_geopolitical_trends_horizon_2040.pdf
